datetime,id,mmsi,NavigationalStatus,SpeedOverGround_SOG,CourseOverGround_COG,Heading,VesselType,width,length,draught,Rotation,Speed,Rudder,WindDirection,WindSpeed_Knots,Class,Vessel_SK,Time_SK,Route_SK,Weather_SK,Position_SK,Sensor_SK,Navigation_SK,FuelConsumption_Liters,ShipSpeed_Knots,EngineTemperature_C,TravelDistance_Miles,Latitude,Longitude,WaveHeight_Meters,AirTemperature_C,DeparturePort,ArrivalPort,RouteName,VesselName,IMONumber,Flag,YearBuilt,GrossTonnage,Deadweight,SensorType,Status,LastCalibrationDate
2024-01-02 04:31:00,1711,246878000,Under way using engine,14.4,337.7,336.0,Tanker,22.0,155.0,7.5,464.17,-7.29,-31.89,49.89,-17.33,1,1712,1007,6,8,59,19,19,270.6,7.29,91.09,21.85,3.239604,130.007111,1.39,33.58,Port Klang,Makassar,Port Klang to Makassar,Ship_1712,IMO9849533,Liberia,2004,7150,17600,Engine Sensor,Inactive,2023-02-05
2024-01-02 04:32:00,1712,305662000,Under way using engine,9.3,325.4,324.0,Cargo,14.0,90.0,6.1,329.52,32.2,22.74,67.1,-11.63,1,1713,1832,9,4,9,12,18,344.14,32.2,102.51,51.15,1.340561,131.383318,2.27,29.61,Surabaya,Makassar,Surabaya to Makassar,Ship_1713,IMO9806575,Panama,2015,38546,47898,Engine Sensor,Maintenance Required,2022-03-04
2024-01-02 04:33:00,1713,250000963,Under way using engine,9.8,137.3,138.0,Cargo,14.0,90.0,3.9,-444.96,6.09,-0.94,-31.15,40.35,1,1714,1312,7,7,77,28,10,67.69,6.09,107.51,4.16,-1.25944,101.686767,1.6,29.09,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1714,IMO9593671,Panama,2010,24296,34323,Gyroscope,Active,2023-01-04
2024-01-02 04:34:00,1714,209488000,Under way using engine,12.1,169.4,171.0,Cargo,13.0,89.0,3.8,63.1,44.53,-11.4,78.81,-0.07,1,1715,1758,1,5,60,11,5,97.65,44.53,116.87,118.46,-3.714596,138.34126,0.87,31.82,Port Klang,Belawan,Port Klang to Belawan,Ship_1715,IMO9299893,Indonesia,2009,7282,21040,Engine Sensor,Inactive,2023-08-03
2024-01-02 04:35:00,1715,257782000,Under way using engine,11.2,182.1,179.0,Cargo,16.0,116.0,6.9,453.69,45.42,9.72,-134.91,42.35,1,1716,1834,8,9,63,48,1,489.44,45.42,105.21,33.26,-4.349493,136.182136,3.38,26.24,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1716,IMO9018959,Singapore,2021,25589,32411,Engine Sensor,Active,2023-06-08
2024-01-02 04:36:00,1716,219028579,Unknown value,0.0,,,Pleasure,3.0,9.0,,224.07,40.16,17.45,218.39,0.9,1,1717,1983,3,4,52,37,17,497.92,40.16,97.19,37.59,-8.396743,114.911541,3.91,30.49,Surabaya,Belawan,Surabaya to Belawan,Ship_1717,IMO9717006,Panama,2006,27622,45328,Fuel Meter,Active,2022-06-27
2024-01-02 04:37:00,1717,244020000,Under way using engine,11.2,222.0,224.0,Tanker,16.0,115.0,6.6,498.72,24.54,9.38,127.77,12.57,1,1718,1982,2,3,23,28,17,386.0,24.54,88.65,37.87,-4.535142,140.832893,2.76,25.78,Surabaya,Belawan,Surabaya to Belawan,Ship_1718,IMO9131477,Panama,2018,28889,43784,Gyroscope,Active,2023-01-04
2024-01-02 04:38:00,1718,210803000,Under way using engine,10.8,158.4,157.0,Cargo,14.0,90.0,6.4,-710.68,22.69,12.82,-49.05,8.56,1,1719,1442,3,2,30,35,1,165.38,22.69,114.57,49.7,-2.87458,103.746912,2.68,30.81,Surabaya,Belawan,Surabaya to Belawan,Ship_1719,IMO9991878,Liberia,1998,30121,36000,Gyroscope,Maintenance Required,2022-09-23
2024-01-02 04:39:00,1719,244750397,Under way using engine,12.6,158.6,160.0,Cargo,14.0,89.0,3.7,18.62,-12.4,21.69,118.63,13.66,1,1720,1766,6,1,43,44,1,479.02,12.4,109.63,9.96,-2.802345,114.877988,0.51,26.16,Port Klang,Makassar,Port Klang to Makassar,Ship_1720,IMO9272404,Singapore,1992,31652,50174,Gyroscope,Active,2023-02-14
2024-01-02 04:40:00,1720,310132000,Under way using engine,11.5,32.0,35.0,Cargo,33.0,216.0,10.6,176.81,23.9,-16.83,-120.92,4.45,1,1721,1327,3,6,68,15,9,146.17,23.9,73.86,49.15,-6.65694,134.307737,3.03,22.75,Surabaya,Belawan,Surabaya to Belawan,Ship_1721,IMO9904775,Singapore,2000,45211,64111,Anemometer,Inactive,2024-01-26
2024-01-02 04:41:00,1721,311379000,Under way using engine,10.3,284.6,286.0,Cargo,29.0,190.0,9.9,-403.46,-13.65,23.72,202.18,22.86,1,1722,1053,5,2,21,16,4,379.14,13.65,104.98,33.46,-0.704012,138.440925,3.4,29.18,Port Klang,Belawan,Port Klang to Belawan,Ship_1722,IMO9566137,Singapore,1993,5361,11324,Fuel Meter,Maintenance Required,2023-04-17
2024-01-02 04:42:00,1722,266476000,Under way using engine,11.9,347.0,349.0,Tanker,17.0,119.0,6.2,-396.63,4.34,6.28,227.62,-18.89,1,1723,1760,6,8,43,45,9,101.87,4.34,96.94,3.51,4.592235,117.512417,3.23,26.94,Port Klang,Makassar,Port Klang to Makassar,Ship_1723,IMO9946713,Panama,1998,3242,11966,AIS,Inactive,2022-10-07
2024-01-02 04:43:00,1723,248941000,Under way using engine,13.6,36.0,33.0,Tanker,22.0,144.0,6.1,-665.4,-4.43,-34.85,317.75,-5.27,1,1724,1238,8,6,73,7,14,342.01,4.43,75.18,9.39,-3.453775,103.650686,0.7,29.79,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1724,IMO9155878,Indonesia,1994,25883,37951,Gyroscope,Active,2023-06-26
2024-01-02 04:44:00,1724,664288000,Under way using engine,15.8,342.0,339.0,Tanker,28.0,185.0,10.5,539.22,5.71,-18.16,328.71,-10.53,1,1725,1228,7,5,7,47,15,391.78,5.71,98.25,16.54,-0.193678,129.076408,2.52,29.75,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1725,IMO9559737,Marshall Islands,1993,7930,10058,Anemometer,Maintenance Required,2022-02-02
2024-01-02 04:45:00,1725,255801990,Under way using engine,9.9,166.0,164.0,Tanker,14.0,75.0,5.5,-60.97,-15.58,10.87,60.4,-8.13,1,1726,1578,8,2,16,3,16,436.84,15.58,79.63,45.47,-6.549334,115.560861,3.52,28.67,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1726,IMO9620470,Panama,2008,46173,65773,Engine Sensor,Maintenance Required,2023-05-09
2024-01-02 04:46:00,1726,210350000,Under way using engine,10.2,165.5,165.0,Cargo,16.0,100.0,4.8,520.54,9.34,7.17,247.88,37.49,1,1727,1050,3,7,23,31,16,380.44,9.34,105.41,8.44,-0.777381,103.17881,2.91,32.64,Surabaya,Belawan,Surabaya to Belawan,Ship_1727,IMO9375623,Indonesia,2017,15718,34624,AIS,Maintenance Required,2022-12-13
2024-01-02 04:47:00,1727,226099000,Under way using engine,10.9,329.4,329.0,Tanker,27.0,184.0,11.1,-344.82,31.85,13.47,194.67,30.3,1,1728,1608,4,2,58,12,13,465.57,31.85,83.92,76.42,-0.199999,127.749387,2.65,23.28,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1728,IMO9798474,Marshall Islands,1998,25088,42652,Engine Sensor,Maintenance Required,2022-03-04
2024-01-02 04:48:00,1728,219002315,Unknown value,50.8,52.5,,Pleasure,3.0,11.0,,553.94,16.93,9.19,263.57,32.29,1,1729,1603,6,5,87,8,14,284.42,16.93,77.52,44.3,2.166925,117.083689,2.42,33.43,Port Klang,Makassar,Port Klang to Makassar,Ship_1729,IMO9166708,Marshall Islands,1991,38186,46374,Anemometer,Inactive,2023-06-16
2024-01-02 04:49:00,1729,664288000,Under way using engine,15.9,339.0,336.0,Tanker,28.0,185.0,10.5,433.62,37.08,-8.18,251.97,26.46,1,1730,1263,7,2,31,25,9,354.84,37.08,74.1,100.95,-4.618476,98.50328,2.6,22.4,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1730,IMO9044318,Marshall Islands,2019,21872,26213,GPS,Active,2022-08-14
2024-01-02 04:50:00,1730,257088370,Under way using engine,10.6,336.0,336.0,Cargo,13.0,88.0,5.6,442.34,41.83,-22.71,340.6,5.16,1,1731,1417,9,2,69,44,9,216.3,41.83,94.54,54.76,3.729032,106.174954,3.21,26.62,Surabaya,Makassar,Surabaya to Makassar,Ship_1731,IMO9733962,Panama,1994,25061,41352,Gyroscope,Active,2023-02-14
2024-01-02 04:51:00,1731,209336000,Under way using engine,8.2,33.5,42.0,Cargo,11.0,88.0,4.7,78.93,44.5,-25.03,-148.04,11.74,1,1732,1802,1,7,6,35,4,54.68,44.5,79.98,52.3,-6.414344,119.87978,2.11,24.32,Port Klang,Belawan,Port Klang to Belawan,Ship_1732,IMO9980341,Marshall Islands,2015,49112,62118,Gyroscope,Maintenance Required,2022-09-23
2024-01-02 04:52:00,1732,266476000,Under way using engine,11.9,347.0,349.0,Tanker,17.0,119.0,6.2,-486.89,24.68,-9.84,328.82,1.15,1,1733,1095,8,9,65,12,10,390.51,24.68,112.76,15.29,-5.564149,130.510581,3.38,30.99,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1733,IMO9597842,Indonesia,2021,37739,40752,Engine Sensor,Maintenance Required,2022-03-04
2024-01-02 04:53:00,1733,236707000,Under way using engine,12.8,30.3,30.0,Cargo,28.0,179.0,9.6,139.06,8.51,-41.92,-112.24,6.42,1,1734,1087,8,5,59,21,3,441.44,8.51,70.15,12.75,2.653239,129.664452,4.14,23.05,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1734,IMO9694036,Liberia,1996,16326,31785,Gyroscope,Active,2022-06-24
2024-01-02 04:54:00,1734,236707000,Under way using engine,12.8,30.3,30.0,Cargo,28.0,179.0,9.6,-557.54,22.68,4.52,-124.56,4.99,1,1735,1077,6,7,28,26,9,128.27,22.68,112.18,18.37,4.679307,140.938841,2.72,31.95,Port Klang,Makassar,Port Klang to Makassar,Ship_1735,IMO9169388,Indonesia,2004,19797,37842,AIS,Maintenance Required,2023-07-20
2024-01-02 04:55:00,1735,255806229,Under way using engine,10.9,315.1,315.0,Tanker,16.0,103.0,7.0,287.47,42.6,-2.35,46.14,-2.94,1,1736,1287,4,4,18,2,19,62.89,42.6,96.05,105.04,-6.619131,119.97455,3.14,26.46,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1736,IMO9697505,Marshall Islands,2018,10486,24508,Anemometer,Active,2023-07-06
2024-01-02 04:56:00,1736,244150516,Under way using engine,9.7,157.4,158.0,Cargo,18.0,123.0,5.6,-610.23,-8.51,4.99,-30.96,39.46,1,1737,1119,3,2,88,14,16,124.03,8.51,116.11,7.3,0.753929,114.613839,2.05,32.94,Surabaya,Belawan,Surabaya to Belawan,Ship_1737,IMO9909808,Marshall Islands,2018,21468,40958,Fuel Meter,Active,2023-03-27
2024-01-02 04:57:00,1737,246542000,Under way using engine,11.7,161.8,156.0,Cargo,13.0,90.0,5.1,-120.75,-17.65,6.34,233.33,-0.05,1,1738,1813,3,3,77,46,16,452.88,17.65,80.23,44.96,-3.679097,124.916217,2.97,26.32,Surabaya,Belawan,Surabaya to Belawan,Ship_1738,IMO9191787,Marshall Islands,2017,40636,57652,GPS,Inactive,2022-03-29
2024-01-02 04:58:00,1738,305224000,Under way using engine,10.4,340.4,343.0,Cargo,14.0,89.0,6.4,460.83,33.17,-40.65,-176.95,10.21,1,1739,1490,6,2,97,4,17,182.98,33.17,75.11,25.51,-4.475952,119.742743,0.27,22.37,Port Klang,Makassar,Port Klang to Makassar,Ship_1739,IMO9964886,Panama,1998,10962,29860,Engine Sensor,Inactive,2022-09-07
2024-01-02 04:59:00,1739,538008629,Under way sailing,14.0,164.5,166.0,Cargo,32.0,199.0,7.3,-558.42,-11.48,25.63,163.28,42.34,1,1740,1911,8,5,10,17,18,155.17,11.48,101.25,19.53,5.053452,123.322166,3.08,31.87,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1740,IMO9114739,Indonesia,2005,4021,13187,GPS,Active,2023-01-21
2024-01-02 05:00:00,1740,247386800,Under way using engine,8.7,334.4,338.0,Cargo,26.0,192.0,7.0,272.62,39.56,2.4,-173.03,33.8,1,1741,1451,7,6,7,47,10,56.57,39.56,105.34,57.82,-8.373071,135.864176,3.14,24.76,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1741,IMO9145994,Indonesia,2017,41481,47469,Anemometer,Maintenance Required,2022-02-02
2024-01-02 05:01:00,1741,257076850,Under way using engine,9.2,160.7,162.0,Cargo,,,5.4,482.76,1.7,11.7,192.42,45.77,1,1742,1499,1,7,37,48,19,183.67,1.7,88.63,3.41,-4.850378,99.694571,4.32,31.69,Port Klang,Belawan,Port Klang to Belawan,Ship_1742,IMO9291497,Panama,2006,34640,54254,Engine Sensor,Active,2023-06-08
2024-01-02 05:02:00,1742,244813000,Under way using engine,,,10.0,Tanker,18.0,117.0,7.5,293.22,-11.84,-18.02,275.99,39.87,1,1743,1164,6,3,96,5,15,372.04,11.84,70.68,21.28,4.400103,121.556,0.25,22.71,Port Klang,Makassar,Port Klang to Makassar,Ship_1743,IMO9754302,Liberia,2004,28847,33841,Engine Sensor,Inactive,2022-03-13
2024-01-02 05:03:00,1743,219002315,Unknown value,16.0,14.9,,Pleasure,3.0,11.0,,-267.61,31.01,-39.78,90.21,-6.78,1,1744,1181,7,4,45,24,15,481.59,31.01,90.35,61.91,0.525346,118.772766,1.98,33.7,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1744,IMO9977785,Panama,1997,3300,22370,AIS,Inactive,2022-08-25
2024-01-02 05:04:00,1744,219110000,Under way using engine,17.2,145.9,147.0,Cargo,36.0,200.0,9.7,238.13,30.0,-25.11,-79.39,5.62,1,1745,1468,7,8,86,49,11,190.73,30.0,81.69,15.07,5.816335,134.380005,0.14,23.8,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1745,IMO9310015,Singapore,2009,25609,45112,Anemometer,Inactive,2022-07-11
2024-01-02 05:05:00,1745,240609000,Under way using engine,15.2,130.3,130.0,Tanker,42.0,246.0,7.0,148.68,30.91,-37.25,-161.89,40.14,1,1746,1909,9,4,16,7,8,158.31,30.91,87.37,25.31,2.279623,129.643496,4.3,32.62,Surabaya,Makassar,Surabaya to Makassar,Ship_1746,IMO9993906,Panama,1990,16268,21038,Gyroscope,Active,2023-06-26
2024-01-02 05:06:00,1746,538009252,Constrained by her draught,12.2,42.1,45.0,Tanker,48.0,274.0,12.2,456.28,0.41,-40.0,-84.36,44.59,1,1747,1734,5,7,88,23,16,449.63,0.41,95.34,0.74,3.603428,106.603467,0.38,31.7,Port Klang,Belawan,Port Klang to Belawan,Ship_1747,IMO9015586,Indonesia,2003,509,17490,Anemometer,Active,2023-07-09
2024-01-02 05:07:00,1747,311051000,Under way using engine,15.4,159.3,159.0,Cargo,,,7.7,-464.04,-12.85,-7.2,-9.17,41.32,1,1748,1822,1,6,14,47,10,433.63,12.85,105.12,13.8,3.079003,121.620165,2.36,33.31,Port Klang,Belawan,Port Klang to Belawan,Ship_1748,IMO9437240,Marshall Islands,2019,49835,61930,Anemometer,Maintenance Required,2022-02-02
2024-01-02 05:08:00,1748,245656000,Under way using engine,17.5,162.7,160.0,Cargo,22.0,154.0,6.1,169.81,39.29,-35.65,305.18,-11.53,1,1749,1943,2,7,11,17,9,197.67,39.29,118.16,27.14,4.666676,128.01856,2.91,24.48,Surabaya,Belawan,Surabaya to Belawan,Ship_1749,IMO9577851,Panama,1996,33694,45827,GPS,Active,2023-01-21
2024-01-02 05:09:00,1749,219002315,Unknown value,27.4,16.1,,Pleasure,3.0,11.0,,545.91,20.93,-30.56,204.97,-13.14,1,1750,1977,4,1,83,12,15,80.96,20.93,77.2,21.86,-2.446865,134.617536,1.95,28.79,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1750,IMO9684398,Panama,2008,41489,57997,Engine Sensor,Maintenance Required,2022-03-04
2024-01-02 05:10:00,1750,210803000,Under way using engine,10.7,159.5,157.0,Cargo,14.0,90.0,6.4,205.25,1.05,-35.18,298.51,38.89,1,1751,1006,5,3,87,11,5,496.4,1.05,103.99,2.57,-7.667112,108.013841,3.46,24.35,Port Klang,Belawan,Port Klang to Belawan,Ship_1751,IMO9379439,Singapore,1993,24018,37388,Engine Sensor,Inactive,2023-08-03
2024-01-02 05:11:00,1751,245656000,Under way using engine,17.5,162.3,160.0,Cargo,22.0,154.0,6.1,-132.63,6.57,-33.22,61.09,45.77,1,1752,1329,9,6,34,11,2,356.32,6.57,81.66,12.18,-7.955489,97.270967,0.49,29.46,Surabaya,Makassar,Surabaya to Makassar,Ship_1752,IMO9983826,Liberia,2009,2340,9947,Engine Sensor,Inactive,2023-08-03
2024-01-02 05:12:00,1752,219022559,Unknown value,18.3,3.4,,Pleasure,2.0,5.0,,-182.34,29.67,-23.81,115.26,-16.19,1,1753,1774,1,3,60,34,16,466.96,29.67,81.04,28.93,-5.435028,133.399335,2.87,25.64,Port Klang,Belawan,Port Klang to Belawan,Ship_1753,IMO9523036,Marshall Islands,2002,22096,33766,Anemometer,Maintenance Required,2023-12-05
2024-01-02 05:13:00,1753,244750397,Under way using engine,12.6,162.0,168.0,Cargo,14.0,89.0,3.7,-183.14,8.37,4.14,341.1,19.91,1,1754,1672,3,7,13,47,18,203.84,8.37,101.68,4.52,-2.132089,113.752539,1.9,29.87,Surabaya,Belawan,Surabaya to Belawan,Ship_1754,IMO9173256,Singapore,1999,32398,39701,Anemometer,Maintenance Required,2022-02-02
2024-01-02 05:14:00,1754,259110000,Under way using engine,9.8,206.9,208.0,Cargo,16.0,120.0,7.6,-707.71,45.68,12.65,-122.71,36.33,1,1755,1150,5,9,39,37,16,341.46,45.68,108.8,63.68,3.039634,118.218347,1.6,25.2,Port Klang,Belawan,Port Klang to Belawan,Ship_1755,IMO9822595,Marshall Islands,1999,9029,22393,Fuel Meter,Active,2022-06-27
2024-01-02 05:15:00,1755,230617000,Under way using engine,20.0,315.0,314.0,Cargo,27.0,218.0,7.1,280.13,2.43,-7.91,70.24,-17.58,1,1756,1084,3,3,44,29,5,353.52,2.43,118.89,3.39,-1.380725,112.711738,2.44,26.86,Surabaya,Belawan,Surabaya to Belawan,Ship_1756,IMO9941560,Panama,1997,44476,54809,Gyroscope,Active,2022-08-15
2024-01-02 05:16:00,1756,230617000,Under way using engine,20.0,315.0,314.0,Cargo,27.0,218.0,7.1,-546.52,5.82,-5.75,152.8,42.4,1,1757,1146,4,1,28,48,1,442.81,5.82,108.44,13.61,-4.390144,118.925837,2.19,33.23,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1757,IMO9883245,Panama,1995,37061,41564,Engine Sensor,Active,2023-06-08
2024-01-02 05:17:00,1757,226099000,Under way using engine,11.3,330.7,329.0,Tanker,27.0,184.0,11.1,-627.42,-16.43,-2.39,-75.05,7.48,1,1758,1623,3,6,40,36,19,496.88,16.43,77.87,45.98,-6.600419,116.351569,2.88,30.55,Surabaya,Belawan,Surabaya to Belawan,Ship_1758,IMO9171903,Marshall Islands,2014,46683,50710,Anemometer,Maintenance Required,2024-01-09
2024-01-02 05:18:00,1758,273293160,Under way using engine,13.5,347.6,347.0,Cargo,21.0,137.0,6.2,157.96,3.43,-19.64,346.45,38.3,1,1759,1380,4,1,16,27,10,98.9,3.43,81.27,4.91,-8.220357,96.522974,0.8,24.95,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1759,IMO9278778,Singapore,2002,27863,35844,AIS,Inactive,2022-11-04
2024-01-02 05:19:00,1759,257364000,Under way using engine,10.8,188.9,189.0,Tanker,14.0,90.0,5.2,-495.58,21.65,-24.94,200.91,-5.66,1,1760,1914,1,1,50,42,13,334.0,21.65,108.07,48.07,-4.022456,105.262986,0.46,28.53,Port Klang,Belawan,Port Klang to Belawan,Ship_1760,IMO9010650,Panama,2012,16004,17848,GPS,Inactive,2023-08-14
2024-01-02 05:20:00,1760,246522000,Under way using engine,13.5,133.3,135.0,Cargo,14.0,112.0,4.1,-227.91,-2.19,-11.19,272.66,31.54,1,1761,1547,8,8,28,22,11,201.4,2.19,96.35,4.57,2.591396,102.884003,0.66,28.96,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1761,IMO9908933,Indonesia,1997,2104,7471,Fuel Meter,Inactive,2022-10-10
2024-01-02 05:21:00,1761,266466000,Under way using engine,12.8,185.0,186.0,Tanker,21.0,129.0,7.9,289.79,-17.68,-35.08,-147.98,27.86,1,1762,1284,4,9,68,2,15,415.25,17.68,84.77,27.5,-1.589928,128.572711,4.11,30.34,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1762,IMO9161300,Indonesia,1990,19138,29614,Anemometer,Active,2023-07-06
2024-01-02 05:22:00,1762,219110000,Under way using engine,17.2,146.6,145.0,Cargo,36.0,200.0,9.7,120.08,40.21,-9.15,129.51,39.67,1,1763,1699,7,2,92,47,2,389.37,40.21,93.59,26.73,-6.848299,126.522692,1.64,33.87,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1763,IMO9802029,Liberia,2013,47882,50288,Anemometer,Maintenance Required,2022-02-02
2024-01-02 05:23:00,1763,226099000,Under way using engine,11.3,330.9,329.0,Tanker,27.0,184.0,11.1,311.22,40.34,-41.2,325.07,24.64,1,1764,1081,2,9,60,36,6,451.63,40.34,115.74,67.92,4.203472,105.762289,0.15,28.73,Surabaya,Belawan,Surabaya to Belawan,Ship_1764,IMO9585317,Singapore,1990,27897,43429,Anemometer,Maintenance Required,2024-01-09
2024-01-02 05:24:00,1764,255806229,Under way using engine,10.9,314.8,316.0,Tanker,16.0,103.0,7.0,538.64,8.88,-20.14,-133.73,-16.71,1,1765,1513,2,5,12,48,11,204.67,8.88,107.78,12.3,-4.626832,131.760099,3.76,25.93,Surabaya,Belawan,Surabaya to Belawan,Ship_1765,IMO9992222,Indonesia,2009,28091,30891,Engine Sensor,Active,2023-06-08
2024-01-02 05:25:00,1765,257048880,Under way using engine,9.6,339.5,344.0,Cargo,13.0,111.0,5.7,76.75,-16.46,-34.02,306.62,-2.95,1,1766,1896,6,8,16,30,15,133.04,16.46,92.53,30.87,3.456487,132.965997,0.41,24.1,Port Klang,Makassar,Port Klang to Makassar,Ship_1766,IMO9434720,Panama,1994,38226,44498,Engine Sensor,Active,2023-08-31
2024-01-02 05:26:00,1766,355194000,Under way using engine,19.4,32.6,32.0,Cargo,32.0,237.0,9.7,260.53,35.21,-11.34,-10.66,29.69,1,1767,1814,2,7,53,7,9,59.81,35.21,119.03,28.64,1.413721,112.413141,0.32,33.08,Surabaya,Belawan,Surabaya to Belawan,Ship_1767,IMO9165556,Liberia,1999,4647,15074,Gyroscope,Active,2023-06-26
2024-01-02 05:27:00,1767,244180240,Under way using engine,13.6,13.1,13.0,Dredging,24.0,142.0,7.5,292.17,12.78,6.85,-11.48,-9.93,1,1768,1708,6,7,54,12,12,164.98,12.78,109.74,29.53,-6.763207,105.842257,0.37,25.33,Port Klang,Makassar,Port Klang to Makassar,Ship_1768,IMO9351414,Singapore,2019,27625,40904,Engine Sensor,Maintenance Required,2022-03-04
2024-01-02 05:28:00,1768,314303000,Under way using engine,10.8,348.1,350.0,Cargo,14.0,98.0,3.9,152.56,36.29,-1.2,97.05,39.08,1,1769,1915,2,4,49,3,4,215.23,36.29,70.29,89.61,2.708539,101.07863,0.73,22.2,Surabaya,Belawan,Surabaya to Belawan,Ship_1769,IMO9097897,Panama,2015,26343,45880,Engine Sensor,Maintenance Required,2023-05-09
2024-01-02 05:29:00,1769,538007976,Under way using engine,13.9,155.7,154.0,Cargo,30.0,180.0,6.1,100.06,-1.13,-21.58,-159.74,23.98,1,1770,1522,4,2,36,17,14,475.73,1.13,75.62,1.66,-9.987808,139.048125,2.06,29.57,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1770,IMO9108855,Panama,2011,6900,17479,GPS,Active,2023-01-21
2024-01-02 05:30:00,1770,311051000,Under way using engine,15.6,159.3,159.0,Cargo,,,7.7,353.95,26.48,-10.9,8.41,6.71,1,1771,1745,7,5,62,41,3,271.12,26.48,97.7,24.84,4.834837,99.669736,2.11,24.93,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1771,IMO9206469,Marshall Islands,2007,29797,31282,GPS,Maintenance Required,2023-03-26
2024-01-02 05:31:00,1771,229200000,Under way using engine,11.1,160.7,160.0,Cargo,28.0,186.0,10.1,-473.76,40.64,7.61,348.79,-11.39,1,1772,1385,8,3,84,32,17,300.4,40.64,87.5,83.68,4.180194,132.497248,4.11,23.98,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1772,IMO9513288,Marshall Islands,2004,15684,23043,GPS,Maintenance Required,2022-07-08
2024-01-02 05:32:00,1772,305119000,Under way using engine,11.9,163.4,157.0,Cargo,14.0,112.0,6.1,-500.56,-16.33,-36.03,-50.72,30.48,1,1773,1706,3,9,26,8,13,446.06,16.33,110.63,47.19,-1.243932,98.908006,1.9,30.63,Surabaya,Belawan,Surabaya to Belawan,Ship_1773,IMO9024842,Marshall Islands,2017,14448,31681,Anemometer,Inactive,2023-06-16
2024-01-02 05:33:00,1773,220449000,Under way using engine,12.3,165.5,167.0,Passenger,28.0,162.0,6.1,-74.96,43.84,-25.12,-164.51,-0.23,1,1774,1470,9,6,56,23,8,448.28,43.84,114.78,98.7,-1.159151,120.128313,0.43,24.51,Surabaya,Makassar,Surabaya to Makassar,Ship_1774,IMO9948312,Liberia,2010,39679,41626,Anemometer,Active,2023-07-09
2024-01-02 05:34:00,1774,538004371,Under way using engine,11.5,157.1,160.0,Tanker,32.0,183.0,6.6,294.87,-0.73,-27.32,77.66,16.68,1,1775,1118,2,1,90,38,12,287.56,0.73,82.03,0.59,-5.127377,114.961842,1.01,31.19,Surabaya,Belawan,Surabaya to Belawan,Ship_1775,IMO9251246,Singapore,1999,29283,37365,Gyroscope,Inactive,2023-07-18
2024-01-02 05:35:00,1775,212182000,Under way using engine,11.4,162.0,161.0,Tanker,27.0,182.0,6.8,-185.71,1.73,15.4,123.08,42.19,1,1776,1395,8,3,22,30,12,101.17,1.73,108.16,2.58,-0.574976,107.118985,4.35,27.95,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1776,IMO9158311,Indonesia,1993,18342,35945,Engine Sensor,Active,2023-08-31
2024-01-02 05:36:00,1776,244813000,Under way using engine,9.5,8.0,8.0,Tanker,18.0,117.0,7.5,440.55,-11.9,15.5,-150.97,24.03,1,1777,1531,8,4,73,15,12,171.73,11.9,96.77,33.18,-5.066559,136.473887,2.6,32.96,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1777,IMO9029614,Liberia,2019,43455,56079,Anemometer,Inactive,2024-01-26
2024-01-02 05:37:00,1777,538004178,Under way using engine,12.4,219.6,216.0,Cargo,29.0,190.0,9.7,344.72,29.59,22.69,-73.69,32.53,1,1778,1260,4,9,69,10,2,255.6,29.59,89.6,61.73,-3.734172,97.131045,1.1,25.56,Port Klang,Tanjung Priok,Port Klang to Tanjung Priok,Ship_1778,IMO9238833,Panama,2019,48831,64669,Anemometer,Inactive,2023-12-11
