,Rotation,Speed,Rudder,Apparent_wind_direction,Apparent_wind_speed,Class
1326,-636.98,43.46,-23.83,-117.12,-15.58,1
1327,-241.96,-15.55,-18.45,15.45,33.6,1
1328,-766.88,2.15,-40.56,32.91,34.79,1
1329,-117.21,-7.32,21.91,93.2,-2.27,1
1330,-730.57,-7.05,-9.32,107.86,23.37,1
1331,122.17,29.1,-39.09,-5.04,19.61,1
1332,338.3,25.0,-42.66,-85.77,7.13,1
1333,-757.85,41.05,-15.79,150.42,20.71,1
1334,546.2,-9.16,-15.62,-97.02,9.85,1
1335,-674.28,-6.29,-0.03,121.36,-7.11,1
1336,-632.98,7.31,-9.28,172.77,-17.08,1
1337,444.7,-14.93,-10.23,286.33,13.52,1
1338,442.03,44.49,-39.4,291.15,-9.57,1
1339,-36.29,22.36,11.97,132.13,-21.51,1
1340,-559.11,-12.24,11.79,326.17,2.99,1
1341,395.81,-1.28,-2.5,346.83,-11.61,1
1342,-651.37,41.8,-19.7,23.77,43.6,1
1343,445.6,14.67,7.53,140.75,38.03,1
1344,157.69,-3.26,-41.82,-88.33,6.72,1
1345,419.57,-13.83,-25.76,-93.21,4.45,1
1346,552.2,36.58,1.43,179.11,15.99,1
1347,-367.05,37.22,21.94,87.2,-17.44,1
1348,191.14,-9.25,-42.53,-38.65,-1.95,1
1349,542.72,19.97,6.16,-131.26,25.77,1
1350,-721.47,-10.26,12.8,56.02,-20.94,1
1351,-639.06,-4.86,-33.08,142.56,12.35,1
1352,-634.83,39.1,-22.25,-95.42,-5.58,1
1353,-499.42,-12.06,-6.27,291.27,20.88,1
1354,-653.29,12.34,24.84,31.75,3.49,1
1355,511.17,11.87,-11.18,-41.78,-15.49,1
1356,-73.7,40.99,-22.2,-54.53,8.36,1
1357,-725.21,-16.14,22.32,178.02,-2.8,1
1358,-495.34,26.52,12.43,218.62,24.91,1
1359,389.77,33.61,-39.39,-76.74,-1.96,1
1360,-670.74,5.67,7.47,-85.87,35.57,1
1361,542.76,18.8,2.23,313.85,1.91,1
1362,546.01,25.53,-16.91,-166.91,-4.59,1
1363,-374.92,-16.39,25.53,-60.26,6.84,1
1364,-92.51,36.96,-33.46,74.76,19.09,1
1365,396.94,27.49,9.49,260.19,-3.66,1
1366,307.43,20.88,-31.29,-38.49,-18.92,1
1367,493.83,-15.14,-6.98,117.38,-17.32,1
1368,502.75,39.14,8.93,98.42,8.2,1
1369,-555.67,-12.92,7.75,39.65,25.27,1
1370,-108.4,7.65,22.31,250.37,-18.69,1
1371,529.82,44.77,-26.53,234.39,-9.16,1
1372,-288.78,20.94,14.23,328.45,12.25,1
1373,-75.19,17.24,-41.13,327.87,-4.91,1
1374,-735.73,14.72,25.22,6.53,28.87,1
1375,-561.29,-11.37,17.14,133.43,38.07,1
1376,295.7,43.31,-22.48,299.33,-19.64,1
1377,524.92,-5.4,-38.67,-19.09,19.31,1
1378,-115.54,2.65,2.26,288.35,40.98,1
1379,-221.13,24.46,10.29,-148.52,31.15,1
1380,-291.74,29.22,-31.64,-163.8,36.79,1
1381,444.49,14.92,17.51,-100.06,-9.73,1
1382,-299.91,25.78,-33.91,254.2,0.96,1
1383,-337.1,-13.3,5.53,308.55,6.52,1
1384,-609.97,-7.52,-36.79,271.86,-13.88,1
1385,586.1,34.14,22.66,-119.37,43.23,1
1386,-276.13,-8.89,3.6,328.48,11.2,1
1387,-708.51,24.49,-37.97,314.46,-21.53,1
1388,-745.72,5.36,-42.23,-129.8,45.21,1
1389,-610.08,34.98,24.08,185.13,5.01,1
1390,-260.62,12.8,16.16,327.3,3.41,1
1391,-758.03,-1.11,-41.6,-47.36,12.93,1
1392,83.91,21.14,-19.18,270.75,-19.03,1
1393,11.49,29.48,-29.64,219.25,38.79,1
1394,246.65,-6.43,-13.54,-154.97,1.27,1
1395,310.22,9.12,-15.12,341.04,36.11,1
1396,294.17,24.92,9.1,337.33,-6.8,1
1397,-89.21,4.82,5.08,46.72,-15.8,1
1398,-609.72,40.14,11.27,-148.51,34.82,1
1399,111.91,-3.84,-34.79,127.3,8.43,1
1400,134.32,32.55,-32.59,105.15,18.68,1
1401,-221.34,9.83,15.15,126.1,45.59,1
1402,313.8,15.9,-25.86,71.94,-3.52,1
1403,316.86,-0.01,-34.15,-41.98,38.39,1
1404,-729.54,20.58,13.61,174.63,16.5,1
1405,542.55,11.97,-8.42,65.09,31.86,1
1406,397.09,-17.13,23.84,-9.91,-17.47,1
1407,-517.09,44.61,14.88,-19.32,10.69,1
1408,216.16,0.31,-27.81,20.77,22.3,1
1409,365.79,-6.81,23.35,-82.96,42.13,1
1410,46.63,4.46,-16.12,55.74,-16.98,1
1411,-552.82,20.81,5.37,-74.24,2.31,1
1412,-647.03,41.61,-36.38,38.09,-20.12,1
1413,-483.96,6.34,4.88,-17.33,-1.7,1
1414,-553.61,-12.23,14.41,-169.63,-10.67,1
1415,455.3,43.07,-3.99,-21.21,13.8,1
1416,-686.43,-11.03,9.13,317.97,1.21,1
1417,-695.13,17.08,-14.85,256.77,35.21,1
1418,-428.74,32.74,4.34,-84.52,34.04,1
1419,-696.63,35.48,12.93,164.1,33.87,1
1420,-423.07,32.83,-39.59,302.75,-2.72,1
1421,-535.74,37.8,-13.46,66.54,25.22,1
1422,-227.84,6.19,-40.98,-13.32,45.44,1
1423,438.5,33.84,15.14,264.7,36.8,1
1424,197.81,43.61,-25.25,-108.13,2.11,1
1425,-718.66,0.75,0.63,-177.29,22.43,1
1426,359.7,-12.91,-16.63,80.23,-3.24,1
1427,-523.57,-3.71,-24.84,220.62,14.88,1
1428,-225.02,-12.64,4.42,177.65,27.51,1
1429,-254.36,3.41,-5.89,244.67,6.23,1
1430,-680.35,13.29,19.37,221.19,17.5,1
1431,-595.95,38.45,19.78,324.16,21.7,1
1432,326.46,11.07,-9.41,278.02,-1.7,1
1433,582.9,-16.76,-16.56,178.71,-2.04,1
1434,251.66,42.28,-28.36,-130.8,6.49,1
1435,-114.43,44.57,-14.82,-64.07,-19.59,1
1436,360.27,18.04,-28.75,310.27,21.41,1
1437,-688.68,20.6,25.17,158.14,-5.73,1
1438,471.5,15.94,23.93,26.26,23.73,1
1439,198.51,23.91,17.71,197.73,-21.61,1
1440,-411.65,9.04,-10.73,-132.82,16.61,1
1441,292.66,6.77,-12.39,34.14,26.05,1
1442,271.1,44.77,-36.47,314.07,-9.31,1
1443,-644.86,20.68,16.95,358.96,-13.88,1
1444,-285.73,42.8,-28.72,-114.19,13.7,1
1445,-668.73,36.87,-13.62,357.71,11.29,1
1446,212.1,25.67,-29.3,-54.28,-19.24,1
1447,292.8,32.64,-16.44,330.21,28.61,1
1448,351.34,41.9,14.21,273.83,-6.55,1
1449,-255.14,20.66,9.45,90.9,-11.95,1
1450,-532.0,-14.66,-40.37,-73.2,-0.27,1
1451,585.16,-6.53,-5.71,179.55,1.74,1
1452,-526.54,29.9,-30.63,321.71,-20.3,1
1453,-593.95,-10.34,-29.74,287.76,30.58,1
1454,-197.69,-0.38,13.71,-9.09,25.78,1
1455,-378.52,-13.53,-33.2,-90.27,30.5,1
1456,381.81,41.06,-42.75,-27.46,-9.78,1
1457,446.16,-4.86,2.99,-72.96,42.79,1
1458,-309.13,-12.2,-14.69,119.71,0.87,1
1459,443.93,43.51,-42.53,283.84,29.1,1
1460,-404.3,22.57,12.98,69.73,-16.75,1
1461,-41.56,11.74,-40.51,-88.22,13.71,1
1462,-332.81,-11.0,4.23,303.37,12.82,1
1463,-706.82,3.27,11.93,-49.71,-22.03,1
1464,559.1,29.56,-27.71,294.28,35.99,1
1465,-715.66,35.39,23.27,-33.86,16.84,1
1466,276.72,30.76,12.09,100.92,-9.22,1
1467,186.25,12.88,-10.62,336.31,-7.7,1
1468,-553.14,-15.68,-16.73,-174.49,14.87,1
1469,319.45,20.7,5.45,-163.3,-18.49,1
1470,55.81,42.82,-14.32,109.23,-3.35,1
1471,-337.78,35.75,3.48,242.62,40.23,1
1472,-698.0,-2.92,-33.22,304.6,29.65,1
1473,-99.47,41.82,-21.66,229.45,44.87,1
1474,-62.48,27.22,-30.77,94.42,2.19,1
1475,259.79,-4.02,-28.78,278.77,-15.13,1
1476,483.23,1.82,19.1,-131.89,15.54,1
1477,-468.92,7.26,7.83,210.33,-17.57,1
1478,-124.61,42.44,-16.13,-152.77,19.12,1
1479,579.69,8.19,1.09,244.88,18.42,1
1480,564.08,3.18,-3.27,237.46,37.51,1
1481,75.94,14.68,-23.77,-154.92,2.77,1
1482,-420.22,-13.0,18.09,98.51,24.01,1
1483,-123.01,-5.89,11.63,168.51,31.32,1
1484,-380.62,-14.68,-2.17,91.2,29.32,1
1485,493.89,-5.15,-40.93,150.2,37.03,1
1486,-414.26,2.29,8.82,-179.81,35.24,1
1487,-649.92,10.2,24.22,52.61,44.93,1
1488,510.31,26.79,-38.77,-136.68,-15.76,1
1489,392.03,36.1,18.95,52.53,-21.96,1
1490,460.4,-1.74,6.5,201.23,-18.13,1
1491,-22.48,43.21,-34.28,296.21,-6.91,1
1492,-276.21,39.72,-39.55,-105.49,5.57,1
1493,14.94,-9.07,17.57,170.6,-13.88,1
1494,-542.9,24.92,-6.08,75.5,9.35,1
1495,-696.8,34.77,-8.73,247.28,12.74,1
1496,-476.29,16.35,25.37,357.77,15.87,1
1497,395.82,36.34,-5.92,102.23,16.94,1
1498,160.46,-10.38,-27.43,99.2,37.13,1
1499,-566.9,32.66,6.16,-104.55,-9.42,1
1500,-634.61,22.37,2.45,121.14,-17.73,1
1501,387.39,40.38,-10.94,347.84,-18.24,1
1502,424.34,32.59,13.16,-110.58,-4.18,1
1503,-608.98,-9.85,-24.72,180.65,28.19,1
1504,508.66,11.02,-33.77,75.91,-6.48,1
1505,-380.24,4.31,-0.99,102.9,3.2,1
1506,326.76,43.83,8.26,60.59,19.34,1
1507,-726.22,36.06,-3.11,-106.59,-20.96,1
1508,283.09,44.54,-38.75,-71.98,27.55,1
1509,-768.5,-7.65,-13.45,-9.49,8.7,1
1510,-486.19,45.57,23.41,-29.81,-14.43,1
1511,-538.09,-9.49,-14.35,-118.94,26.32,1
1512,528.0,41.75,-7.69,267.99,21.35,1
1513,102.44,13.03,-38.44,201.45,-16.29,1
1514,423.13,-7.86,-18.51,19.28,-19.04,1
1515,-446.41,3.23,-7.22,304.86,-20.68,1
1516,523.24,-7.3,-11.02,220.97,32.11,1
1517,-479.98,7.22,-4.99,84.42,23.02,1
1518,-678.49,-13.45,-17.57,344.19,3.07,1
1519,251.88,16.71,-37.54,-141.12,37.8,1
1520,302.18,-5.62,-34.85,293.22,2.45,1
1521,-480.5,34.88,0.04,-175.21,-16.11,1
1522,567.16,-11.71,17.2,316.33,44.82,1
1523,-152.36,3.49,10.96,339.25,-17.2,1
1524,374.25,11.51,6.87,-37.44,41.33,1
1525,551.27,21.72,12.86,-22.96,8.24,1
1526,-233.45,-13.85,11.09,28.81,-4.54,1
1527,-641.7,43.43,10.98,352.09,-21.84,1
1528,315.26,0.05,-41.29,-35.81,30.74,1
1529,-543.25,0.84,-5.62,11.54,36.43,1
1530,549.44,-17.38,-42.15,54.78,23.0,1
1531,3.4,45.49,-18.62,88.3,18.89,1
1532,274.43,29.69,-21.47,-112.5,44.7,1
1533,457.5,21.81,-34.34,62.58,8.37,1
1534,522.78,16.04,19.27,212.63,-9.58,1
1535,-570.9,14.77,23.52,-15.72,-0.49,1
1536,203.68,33.2,-24.71,324.02,32.2,1
1537,-349.72,20.9,21.07,271.6,35.82,1
1538,117.78,45.16,-17.28,210.39,-15.65,1
1539,305.22,14.72,-6.19,122.75,16.54,1
1540,405.49,27.85,16.24,-126.35,-7.07,1
1541,390.37,-3.17,-35.56,350.66,27.77,1
1542,202.31,14.8,-32.54,152.47,45.75,1
1543,-669.9,27.81,-2.85,-164.12,8.04,1
1544,268.09,33.03,-17.38,40.91,33.32,1
1545,20.92,25.81,-17.86,64.74,-6.38,1
1546,109.78,27.41,-17.39,54.51,24.84,1
1547,382.84,-4.01,-17.37,-168.01,34.31,1
1548,323.12,9.71,-18.85,319.45,-14.78,1
1549,-337.15,28.26,-39.34,301.74,-14.99,1
1550,-390.62,-11.57,10.82,349.99,-18.41,1
1551,314.54,33.37,-27.04,-45.07,-10.38,1
1552,244.6,-5.01,-37.66,167.01,-4.5,1
1553,353.7,36.52,-3.71,205.93,21.51,1
1554,-648.76,18.39,-0.78,232.72,30.29,1
1555,254.57,39.23,-1.17,-173.88,12.19,1
1556,-569.91,35.89,6.02,207.28,13.25,1
1557,-705.67,1.69,16.81,-107.09,16.27,1
1558,396.54,41.46,14.25,298.05,37.52,1
1559,-489.07,6.86,10.24,341.81,-16.12,1
1560,-143.58,44.92,24.99,-76.51,40.48,1
1561,292.22,28.39,-20.67,252.23,16.75,1
1562,-699.88,-14.8,-29.37,-132.01,-4.48,1
1563,-479.76,-8.5,-11.66,111.7,-19.73,1
1564,-396.23,4.32,-9.32,277.24,-5.67,1
1565,-364.81,-17.64,20.4,97.98,8.89,1
1566,522.59,22.14,-38.19,321.18,-20.36,1
1567,-111.39,24.54,-27.59,-50.2,45.53,1
1568,290.13,-6.15,-24.56,-162.07,5.52,1
1569,365.79,14.1,-22.98,244.18,-17.94,1
1570,-301.15,19.49,8.79,227.97,-15.27,1
1571,-667.21,-14.71,16.0,320.56,22.7,1
1572,-507.54,2.09,-20.39,-108.08,45.51,1
1573,317.07,20.51,3.22,-159.12,40.56,1
1574,-119.95,33.74,23.2,-63.91,40.38,1
1575,345.83,19.28,-12.76,-28.37,-5.76,1
1576,570.78,-1.58,-9.29,-17.68,28.29,1
1577,-437.9,33.84,6.88,-11.99,21.3,1
1578,-92.49,10.33,20.37,230.32,-2.6,1
1579,-511.5,-9.98,-14.02,3.49,18.22,1
1580,-572.71,-15.11,-12.92,223.87,45.79,1
1581,265.75,36.23,-17.69,13.76,-11.52,1
1582,-292.98,33.18,-38.8,10.85,-10.84,1
1583,-740.2,19.97,23.39,214.36,-19.46,1
1584,377.12,35.2,-21.36,140.3,-11.99,1
1585,-747.29,24.12,-18.58,213.51,-1.48,1
1586,-534.3,-2.63,-32.47,-168.25,35.95,1
1587,-63.27,43.49,-35.98,289.64,19.45,1
1588,-216.49,-4.38,25.74,354.94,-21.46,1
1589,304.73,27.86,3.23,111.24,28.74,1
1590,-769.13,20.3,16.25,359.96,18.07,1
1591,518.05,4.38,-23.89,347.75,-21.01,1
1592,438.53,2.58,-1.42,-86.18,31.86,1
1593,230.66,29.01,-21.09,138.46,-1.59,1
1594,197.02,39.55,-13.93,198.11,-13.35,1
1595,449.05,9.26,-7.24,93.83,0.06,1
1596,-611.18,20.69,-16.71,105.45,12.48,1
1597,-117.39,44.83,24.0,-141.49,-19.12,1
1598,-252.6,-17.47,-15.03,160.28,11.18,1
1599,-135.06,-14.15,15.13,-52.32,4.72,1
1600,-249.31,22.12,-26.5,238.85,-17.6,1
1601,290.33,24.9,14.18,-109.99,10.8,1
1602,426.82,-8.41,-35.71,-72.03,-11.43,1
1603,266.24,39.27,-16.76,177.98,17.11,1
1604,-749.92,0.71,-20.47,203.29,23.77,1
1605,172.7,15.03,-33.02,90.32,-6.94,1
1606,524.12,43.97,15.9,-99.37,-1.49,1
1607,434.94,20.8,11.97,92.43,2.02,1
1608,504.85,25.97,13.89,-161.87,17.4,1
1609,-27.6,7.86,-23.57,-149.26,29.61,1
1610,-152.03,9.27,17.56,137.28,9.39,1
1611,479.78,-6.95,25.77,-124.48,31.89,1
1612,-293.35,-1.54,13.58,-123.76,39.79,1
1613,-355.73,2.64,9.3,81.48,25.66,1
1614,-656.31,27.36,2.26,18.74,30.99,1
1615,-202.06,8.1,5.52,-93.04,41.63,1
1616,168.29,13.25,-39.02,149.85,14.76,1
1617,-758.46,-4.09,-32.61,-65.5,17.83,1
1618,-547.56,21.56,18.33,128.49,17.96,1
1619,457.25,17.39,-42.11,-111.24,15.85,1
1620,340.04,30.71,-18.66,3.5,41.2,1
1621,-681.09,5.84,-24.92,-60.64,22.62,1
1622,152.53,39.11,6.55,351.88,25.63,1
1623,-684.76,16.33,22.44,-142.42,-11.15,1
1624,-607.76,33.71,3.08,352.51,32.76,1
1625,-216.49,7.64,-39.21,349.44,-5.67,1
1626,-273.46,38.49,-19.94,279.65,-20.56,1
1627,155.01,44.02,-30.69,-40.94,-18.08,1
1628,-72.06,43.83,23.92,192.22,43.61,1
1629,-363.55,-10.16,-35.91,-62.54,18.3,1
1630,230.54,-14.78,24.82,309.24,42.64,1
1631,63.09,30.14,-24.24,93.01,-16.87,1
1632,-649.04,21.24,-33.78,-36.92,23.49,1
1633,-631.64,1.82,-18.67,45.36,41.59,1
1634,-606.14,33.56,21.45,-105.56,-20.04,1
1635,527.29,-0.47,19.04,-172.31,12.42,1
1636,274.71,-16.51,-36.56,-171.7,8.59,1
1637,-58.69,6.69,24.67,-131.97,17.4,1
1638,515.71,22.89,24.88,34.62,42.18,1
1639,226.82,-11.67,8.79,-1.72,-17.2,1
1640,537.7,45.02,2.95,87.27,34.95,1
1641,216.35,29.89,-35.91,320.8,9.96,1
1642,49.99,-11.27,17.41,-79.63,32.1,1
1643,262.93,35.95,25.47,234.91,-0.07,1
1644,518.67,37.28,16.2,215.7,42.53,1
1645,-385.11,-15.9,-40.09,207.23,41.11,1
1646,-776.24,38.79,-8.27,359.58,40.38,1
1647,-3.6,30.49,-12.05,268.54,18.92,1
1648,50.88,42.83,-5.56,118.21,-19.74,1
1649,331.62,27.35,-14.35,110.04,30.4,1
1650,-551.0,20.47,-11.53,274.11,24.8,1
1651,336.34,32.23,-6.51,158.21,-1.99,1
1652,34.24,42.75,1.04,32.69,10.1,1
1653,578.01,30.02,-23.92,137.82,39.38,1
1654,392.03,35.05,-41.95,298.35,-14.02,1
1655,-462.15,8.57,8.37,234.29,36.72,1
1656,-772.79,-7.34,-32.58,331.8,14.97,1
1657,-209.47,42.61,-23.62,139.84,20.56,1
1658,-591.18,-10.02,0.11,28.69,-11.62,1
1659,-397.59,4.64,6.13,-121.67,29.16,1
1660,81.29,-4.84,25.95,317.88,19.41,1
1661,-452.22,17.27,8.82,130.39,14.4,1
1662,-667.15,32.78,-2.55,-93.18,-12.98,1
1663,338.25,-4.61,-32.4,-109.35,-9.09,1
1664,-108.96,20.7,-7.46,223.46,-17.91,1
1665,454.56,1.26,0.79,-169.69,-2.17,1
1666,-643.31,26.16,7.56,239.07,42.68,1
1667,424.53,3.56,-0.24,297.99,32.87,1
1668,-682.99,44.49,-5.77,176.52,1.02,1
1669,-656.32,-5.38,-36.07,-93.51,-14.47,1
1670,-619.75,11.61,-32.31,109.25,-19.47,1
1671,436.9,4.98,3.39,50.1,21.73,1
1672,14.14,4.47,-40.29,129.98,-9.66,1
1673,-503.99,15.89,-9.05,312.97,-9.87,1
1674,-519.57,14.43,7.82,175.99,4.61,1
1675,-433.6,7.6,-1.56,-87.49,-8.65,1
1676,-137.87,38.09,-12.5,139.59,35.34,1
1677,154.2,32.47,-26.03,31.5,-15.07,1
1678,403.61,19.27,-0.22,285.56,-2.67,1
1679,-512.65,37.5,-35.28,-82.53,45.06,1
1680,572.98,31.57,-15.71,312.71,39.44,1
1681,314.33,-11.13,13.4,298.3,16.65,1
1682,-571.09,10.13,-0.14,132.19,-9.44,1
1683,-580.76,3.27,0.46,243.51,19.1,1
1684,559.67,-11.85,-15.1,-77.41,5.69,1
1685,422.83,11.61,-8.59,126.99,26.35,1
1686,555.75,19.35,12.99,340.49,10.77,1
1687,-532.73,-6.92,-37.74,31.34,44.19,1
1688,-78.32,-17.17,-29.09,222.35,-15.21,1
1689,533.76,33.63,-34.12,149.14,-9.81,1
1690,430.75,-13.58,-24.52,-75.39,-12.89,1
1691,-401.89,13.45,13.75,49.84,22.55,1
1692,348.58,4.17,-21.17,196.56,-22.03,1
1693,-139.85,-3.74,-32.18,311.78,32.81,1
1694,517.19,6.94,-14.41,-69.1,14.61,1
1695,204.89,-10.2,18.79,15.72,45.12,1
1696,396.55,44.64,-23.25,144.42,15.3,1
1697,422.63,-14.55,5.93,-157.29,42.57,1
1698,-724.16,20.11,-23.36,56.85,-19.19,1
1699,-570.11,8.88,-5.91,30.27,41.19,1
1700,-237.22,14.76,21.05,81.01,7.24,1
1701,-725.76,21.31,-19.32,-85.03,-21.66,1
1702,-696.6,44.12,22.78,209.14,-5.6,1
1703,489.66,33.14,21.9,227.72,-21.62,1
1704,65.7,32.7,-2.2,-133.99,-15.76,1
1705,-343.48,27.85,25.04,-161.24,20.64,1
1706,139.8,-3.86,20.81,49.8,44.87,1
1707,219.74,6.53,-31.48,-103.32,-5.72,1
1708,22.98,-0.04,-34.86,-93.04,-16.78,1
1709,562.55,-2.05,-5.12,209.67,16.01,1
1710,-279.94,34.09,10.79,324.05,-12.55,1
1711,464.17,-7.29,-31.89,49.89,-17.33,1
1712,329.52,32.2,22.74,67.1,-11.63,1
1713,-444.96,6.09,-0.94,-31.15,40.35,1
1714,63.1,44.53,-11.4,78.81,-0.07,1
1715,453.69,45.42,9.72,-134.91,42.35,1
1716,224.07,40.16,17.45,218.39,0.9,1
1717,498.72,24.54,9.38,127.77,12.57,1
1718,-710.68,22.69,12.82,-49.05,8.56,1
1719,18.62,-12.4,21.69,118.63,13.66,1
1720,176.81,23.9,-16.83,-120.92,4.45,1
1721,-403.46,-13.65,23.72,202.18,22.86,1
1722,-396.63,4.34,6.28,227.62,-18.89,1
1723,-665.4,-4.43,-34.85,317.75,-5.27,1
1724,539.22,5.71,-18.16,328.71,-10.53,1
1725,-60.97,-15.58,10.87,60.4,-8.13,1
1726,520.54,9.34,7.17,247.88,37.49,1
1727,-344.82,31.85,13.47,194.67,30.3,1
1728,553.94,16.93,9.19,263.57,32.29,1
1729,433.62,37.08,-8.18,251.97,26.46,1
1730,442.34,41.83,-22.71,340.6,5.16,1
1731,78.93,44.5,-25.03,-148.04,11.74,1
1732,-486.89,24.68,-9.84,328.82,1.15,1
1733,139.06,8.51,-41.92,-112.24,6.42,1
1734,-557.54,22.68,4.52,-124.56,4.99,1
1735,287.47,42.6,-2.35,46.14,-2.94,1
1736,-610.23,-8.51,4.99,-30.96,39.46,1
1737,-120.75,-17.65,6.34,233.33,-0.05,1
1738,460.83,33.17,-40.65,-176.95,10.21,1
1739,-558.42,-11.48,25.63,163.28,42.34,1
1740,272.62,39.56,2.4,-173.03,33.8,1
1741,482.76,1.7,11.7,192.42,45.77,1
1742,293.22,-11.84,-18.02,275.99,39.87,1
1743,-267.61,31.01,-39.78,90.21,-6.78,1
1744,238.13,30.0,-25.11,-79.39,5.62,1
1745,148.68,30.91,-37.25,-161.89,40.14,1
1746,456.28,0.41,-40.0,-84.36,44.59,1
1747,-464.04,-12.85,-7.2,-9.17,41.32,1
1748,169.81,39.29,-35.65,305.18,-11.53,1
1749,545.91,20.93,-30.56,204.97,-13.14,1
1750,205.25,1.05,-35.18,298.51,38.89,1
1751,-132.63,6.57,-33.22,61.09,45.77,1
1752,-182.34,29.67,-23.81,115.26,-16.19,1
1753,-183.14,8.37,4.14,341.1,19.91,1
1754,-707.71,45.68,12.65,-122.71,36.33,1
1755,280.13,2.43,-7.91,70.24,-17.58,1
1756,-546.52,5.82,-5.75,152.8,42.4,1
1757,-627.42,-16.43,-2.39,-75.05,7.48,1
1758,157.96,3.43,-19.64,346.45,38.3,1
1759,-495.58,21.65,-24.94,200.91,-5.66,1
1760,-227.91,-2.19,-11.19,272.66,31.54,1
1761,289.79,-17.68,-35.08,-147.98,27.86,1
1762,120.08,40.21,-9.15,129.51,39.67,1
1763,311.22,40.34,-41.2,325.07,24.64,1
1764,538.64,8.88,-20.14,-133.73,-16.71,1
1765,76.75,-16.46,-34.02,306.62,-2.95,1
1766,260.53,35.21,-11.34,-10.66,29.69,1
1767,292.17,12.78,6.85,-11.48,-9.93,1
1768,152.56,36.29,-1.2,97.05,39.08,1
1769,100.06,-1.13,-21.58,-159.74,23.98,1
1770,353.95,26.48,-10.9,8.41,6.71,1
1771,-473.76,40.64,7.61,348.79,-11.39,1
1772,-500.56,-16.33,-36.03,-50.72,30.48,1
1773,-74.96,43.84,-25.12,-164.51,-0.23,1
1774,294.87,-0.73,-27.32,77.66,16.68,1
1775,-185.71,1.73,15.4,123.08,42.19,1
1776,440.55,-11.9,15.5,-150.97,24.03,1
1777,344.72,29.59,22.69,-73.69,32.53,1
1778,-749.45,11.14,7.38,188.46,-2.3,1
1779,-759.7,24.42,17.09,-46.43,41.06,1
1780,-676.7,-16.64,-35.93,133.31,18.05,1
1781,-704.92,16.26,22.41,-94.62,9.12,1
1782,415.81,40.31,10.1,83.05,5.17,1
1783,-579.53,37.57,-32.92,169.61,-13.27,1
1784,-390.69,-7.58,4.4,236.2,37.42,1
1785,-306.76,-7.34,1.37,-38.1,-13.83,1
1786,132.6,12.93,-31.15,175.32,20.28,1
1787,-721.22,-13.44,-31.72,337.64,10.82,1
1788,327.27,34.78,10.14,48.91,-18.64,1
1789,-135.09,2.65,23.36,-70.25,23.11,1
1790,-402.66,-13.06,-24.44,213.01,11.74,1
1791,515.07,40.74,19.32,3.67,24.68,1
1792,-579.88,30.68,8.45,200.24,2.03,1
1793,168.3,6.94,-26.66,-89.39,25.43,1
1794,-181.16,43.76,16.94,238.75,42.31,1
1795,-425.15,-16.65,-37.34,328.95,-4.31,1
1796,-331.53,21.81,19.17,201.79,-9.99,1
1797,-564.41,17.08,-4.04,293.15,40.99,1
1798,-556.11,38.29,-5.46,287.55,5.31,1
1799,-734.84,36.63,-1.2,-5.69,36.49,1
1800,131.61,24.79,-22.69,-61.22,32.67,1
1801,-652.43,-1.58,-11.05,183.55,28.47,1
1802,25.26,20.03,-28.59,-97.11,-2.33,1
1803,274.38,31.33,-42.09,86.11,-11.03,1
1804,-632.08,0.46,-36.86,81.62,-19.39,1
1805,-224.59,11.6,10.7,199.08,-14.72,1
1806,564.37,45.65,-36.48,-26.36,-4.6,1
1807,-522.67,0.56,-15.74,197.65,-4.37,1
1808,207.56,-12.98,-30.92,113.91,43.32,1
1809,-317.23,-16.11,19.03,241.39,38.78,1
1810,535.13,44.21,-6.7,143.79,26.36,1
1811,427.81,-14.75,-22.03,-123.77,45.44,1
1812,-398.49,4.51,16.0,-157.39,40.15,1
1813,294.45,-11.32,-9.77,-112.7,19.86,1
1814,-705.52,18.45,-15.31,218.13,36.98,1
1815,263.86,32.87,12.05,283.56,10.36,1
1816,367.43,1.31,-42.74,-68.97,-17.37,1
1817,-78.59,36.85,-5.97,-127.85,-15.31,1
1818,300.27,2.96,-13.97,289.45,43.94,1
1819,428.85,40.45,-40.56,-106.46,35.48,1
1820,354.57,22.58,20.79,316.85,-11.62,1
1821,-672.53,30.14,-25.42,22.76,29.6,1
1822,-449.74,-3.84,-15.83,-12.31,32.16,1
1823,366.37,45.45,24.53,-153.3,10.01,1
1824,253.98,6.59,-11.03,-122.59,-9.47,1
1825,-477.77,-3.62,-40.41,-103.43,41.61,1
1826,530.02,18.39,-37.12,-20.85,20.05,1
1827,469.83,-17.58,8.92,38.46,43.77,1
1828,517.34,24.55,16.3,139.6,22.67,1
1829,-228.03,44.27,-41.31,-103.5,-9.27,1
1830,13.24,14.88,-41.63,208.1,39.97,1
1831,369.84,42.49,-28.81,69.71,2.45,1
1832,53.05,29.74,-12.16,-124.85,1.88,1
1833,-213.89,-12.85,4.13,312.13,41.55,1
1834,-694.46,15.16,-34.98,-141.55,37.67,1
1835,-711.47,24.9,19.12,92.09,-10.4,1
1836,259.67,35.53,3.84,-7.26,6.64,1
1837,-127.77,-12.02,22.07,-83.11,-11.28,1
1838,264.06,-9.83,-1.67,31.1,42.56,1
1839,350.84,38.52,-15.01,-57.28,31.35,1
1840,-299.69,10.42,-2.46,54.07,-16.32,1
